applicant_id,application_date,credit_score,income,age,employment_status,loan_amount,dti_ratio,experiment_group,funnel_stage,decision_outcome,funding_status,defaulted,approved_date,funded_date,funded_amount
APP-04018,2025-02-05,733,67315,45,Self-employed,26650,0.4214083085126726,B,Underwriting Review,Rejected,Not Funded,0,,,
APP-04019,2024-12-23,587,35373,46,Self-employed,11349,0.15807386761722308,B,Underwriting Review,Rejected,Not Funded,0,,,
APP-04020,2025-02-10,639,46233,40,Employed,9634,0.13382969453565755,B,Funded,Approved,Funded,1,2025-02-11,2025-02-13,9195.0
APP-04021,2024-12-11,850,63618,52,Employed,16627,0.05,A,Funded,Approved,Funded,0,2024-12-14,2024-12-16,16627.0
APP-04022,2025-01-09,479,15000,35,Employed,5081,0.2537013905324993,B,Application Started,N/A,Not Funded,0,,,
APP-04023,2024-12-15,427,15000,59,Employed,8487,0.5402818479173943,B,Underwriting Review,Rejected,Not Funded,0,,,
APP-04024,2025-04-24,744,79957,51,Employed,19283,0.05,A,Funded,Approved,Funded,0,2025-04-26,2025-04-28,17802.0
APP-04025,2025-02-05,568,15000,32,Employed,5040,0.05,B,Underwriting Review,Rejected,Not Funded,0,,,
APP-04026,2024-11-24,611,78447,64,Employed,37618,0.05,A,Underwriting Review,Rejected,Not Funded,0,,,
APP-04027,2025-04-26,556,33740,46,Employed,15768,0.2314314513427992,B,Underwriting Review,Rejected,Not Funded,0,,,
APP-04028,2024-12-23,618,31349,35,Self-employed,18324,0.2651417543746792,B,Underwriting Review,Rejected,Not Funded,0,,,
APP-04029,2024-11-16,841,83895,57,Employed,19791,0.05,B,Documents Uploaded,N/A,Not Funded,0,,,
APP-04030,2025-02-03,746,89304,49,Self-employed,14059,0.06928871337435132,B,Application Started,N/A,Not Funded,0,,,
APP-04031,2024-11-11,753,82652,22,Employed,24386,0.06096325800919253,A,Funded,Approved,Funded,1,2024-11-13,2024-11-15,24386.0
APP-04032,2024-11-12,480,43037,37,Employed,9354,0.34985369013658063,A,Underwriting Review,Rejected,Not Funded,0,,,
APP-04033,2025-01-17,511,57837,47,Employed,22950,0.1973129527286495,A,Underwriting Review,Rejected,Not Funded,0,,,
APP-04034,2025-04-19,309,15000,18,Self-employed,8316,0.624785538622547,A,Underwriting Review,Rejected,Not Funded,0,,,
APP-04035,2025-03-20,552,29763,45,Self-employed,13682,0.263649624247338,A,Underwriting Review,Rejected,Not Funded,0,,,
APP-04036,2025-02-09,764,43176,45,Self-employed,9114,0.16726150118472463,A,Documents Uploaded,N/A,Not Funded,0,,,
APP-04037,2024-11-11,712,80692,29,Employed,16319,0.05,B,Approved,Approved,Not Funded,0,,,
APP-04038,2025-02-22,623,39630,47,Employed,22198,0.21334473999700457,A,Funded,Approved,Funded,0,2025-02-25,2025-02-27,20193.0
APP-04039,2025-04-24,647,66608,44,Employed,24606,0.05,B,Funded,Approved,Funded,1,2025-04-26,2025-04-27,22653.0
APP-04040,2025-02-03,567,52417,29,Unemployed,29649,0.2306889014551864,B,Underwriting Review,Rejected,Not Funded,0,,,
APP-04041,2024-12-03,674,35153,55,Employed,16919,0.05,A,Application Started,N/A,Not Funded,0,,,
APP-04042,2025-03-10,741,47360,54,Unemployed,28274,0.05,A,Documents Uploaded,N/A,Not Funded,0,,,
APP-04043,2025-02-13,456,56476,40,Employed,30612,0.4044230775842087,A,Underwriting Review,Rejected,Not Funded,0,,,
APP-04044,2024-12-11,685,37990,41,Self-employed,12779,0.05,A,Underwriting Review,Rejected,Not Funded,0,,,
APP-04045,2024-11-09,761,63597,52,Self-employed,31239,0.24375422503011654,B,Approved,Approved,Not Funded,0,,,
APP-04046,2025-02-11,600,29349,41,Self-employed,10625,0.40187471946485354,A,Underwriting Review,Rejected,Not Funded,0,,,
APP-04047,2024-12-04,734,52120,20,Self-employed,13284,0.17821284164807233,A,Documents Uploaded,N/A,Not Funded,0,,,
APP-04048,2024-12-03,850,69076,49,Employed,17853,0.05,B,Funded,Approved,Funded,0,2024-12-05,2024-12-06,17853.0
APP-04049,2025-01-22,637,33042,34,Self-employed,10864,0.19828958566964827,B,Underwriting Review,Rejected,Not Funded,0,,,
APP-04050,2024-12-25,697,35491,39,Unemployed,7103,0.29946940404046773,A,Documents Uploaded,N/A,Not Funded,0,,,
APP-04051,2024-12-29,561,46825,61,Employed,10769,0.22964358237400215,A,Underwriting Review,Rejected,Not Funded,0,,,
APP-04052,2024-11-30,671,35205,42,Unemployed,13211,0.45415579047169047,A,Underwriting Review,Rejected,Not Funded,0,,,
APP-04053,2025-03-12,705,39286,44,Employed,22757,0.05,B,Approved,Approved,Not Funded,0,,,
APP-04054,2025-02-05,673,33518,50,Employed,13741,0.05,B,Documents Uploaded,N/A,Not Funded,0,,,
APP-04055,2025-01-15,527,36141,50,Employed,12064,0.10700387480838539,A,Underwriting Review,Rejected,Not Funded,0,,,
APP-04056,2025-02-08,674,71274,32,Self-employed,18475,0.05,B,Funded,Approved,Funded,0,2025-02-13,2025-02-15,17558.0
APP-04057,2025-04-05,825,97630,43,Employed,23251,0.05,A,Funded,Approved,Funded,0,2025-04-06,2025-04-08,21457.0
APP-04058,2024-11-28,703,40781,44,Self-employed,18199,0.12836447880688356,B,Underwriting Review,Rejected,Not Funded,0,,,
APP-04059,2025-04-25,765,104506,47,Employed,55570,0.14682328288033317,A,Underwriting Review,Rejected,Not Funded,0,,,
APP-04060,2025-04-18,621,27005,47,Employed,8897,0.2038706116666672,A,Underwriting Review,Rejected,Not Funded,0,,,
APP-04061,2025-01-16,739,80570,70,Employed,32050,0.05,A,Funded,Approved,Funded,0,2025-01-17,2025-01-18,31474.0
APP-04062,2025-02-18,683,38866,29,Employed,18190,0.05079807759218552,A,Funded,Approved,Funded,0,2025-02-21,2025-02-22,17358.0
APP-04063,2024-11-14,535,21081,55,Employed,3715,0.43247289254261656,B,Underwriting Review,Rejected,Not Funded,0,,,
APP-04064,2024-11-20,688,38904,58,Employed,11978,0.06371068324545137,B,Funded,Approved,Funded,0,2024-11-22,2024-11-23,11978.0
APP-04065,2024-12-17,530,36951,49,Employed,17676,0.19274279549231776,A,Underwriting Review,Rejected,Not Funded,0,,,
APP-04066,2025-04-15,574,53999,36,Unemployed,24735,0.05,B,Underwriting Review,Rejected,Not Funded,0,,,
APP-04067,2025-04-07,672,65597,63,Self-employed,11414,0.07158843893790975,A,Funded,Approved,Funded,0,2025-04-10,2025-04-11,10720.0
APP-04068,2025-01-21,685,34620,18,Employed,8897,0.05,A,Approved,Approved,Not Funded,0,,,
APP-04069,2025-01-19,507,15906,35,Employed,7252,0.3282940267733378,B,Underwriting Review,Rejected,Not Funded,0,,,
APP-04070,2024-11-08,776,44267,58,Employed,12046,0.07645691040197598,A,Approved,Approved,Not Funded,0,,,
APP-04071,2025-04-23,718,54572,39,Employed,28185,0.05,B,Documents Uploaded,N/A,Not Funded,0,,,
APP-04072,2025-02-05,565,37296,63,Unemployed,6089,0.29647107945785006,B,Underwriting Review,Rejected,Not Funded,0,,,
APP-04073,2025-03-25,465,15000,25,Self-employed,3534,0.4645507724261904,A,Underwriting Review,Rejected,Not Funded,0,,,
APP-04074,2025-02-13,632,53592,30,Employed,14823,0.05,A,Documents Uploaded,N/A,Not Funded,0,,,
APP-04075,2025-04-19,596,89851,37,Employed,50889,0.5129061945672413,A,Underwriting Review,Rejected,Not Funded,0,,,
APP-04076,2024-12-09,663,41205,49,Unemployed,20946,0.05,B,Underwriting Review,Rejected,Not Funded,0,,,
APP-04077,2024-11-27,606,36929,41,Employed,20232,0.2949834374558771,B,Underwriting Review,Rejected,Not Funded,0,,,
APP-04078,2024-11-27,409,37093,38,Employed,12916,0.29335235996796594,B,Underwriting Review,Rejected,Not Funded,0,,,
APP-04079,2025-01-25,603,34123,61,Employed,17749,0.2377713920512484,A,Underwriting Review,Rejected,Not Funded,0,,,
APP-04080,2025-03-28,613,59679,62,Self-employed,31872,0.23075979318591644,A,Underwriting Review,Rejected,Not Funded,0,,,
APP-04081,2025-01-01,726,43229,39,Employed,14264,0.3163648973056672,B,Funded,Approved,Funded,0,2025-01-03,2025-01-04,14264.0
APP-04082,2025-04-08,566,78242,23,Employed,46750,0.23260714925622106,B,Underwriting Review,Rejected,Not Funded,0,,,
APP-04083,2025-02-13,850,76895,18,Employed,40989,0.10742043237915402,B,Funded,Approved,Funded,0,2025-02-16,2025-02-19,37124.0
APP-04084,2025-04-16,420,15000,46,Employed,8825,0.4935687404095916,B,Underwriting Review,Rejected,Not Funded,0,,,
APP-04085,2025-01-04,807,53926,51,Employed,29115,0.24406605273191168,A,Funded,Approved,Funded,0,2025-01-06,2025-01-07,26873.0
APP-04086,2025-03-01,623,37024,44,Employed,18485,0.05,B,Funded,Approved,Funded,1,2025-03-04,2025-03-05,16975.0
APP-04087,2024-12-01,753,87754,43,Employed,50434,0.1060753773515956,B,Documents Uploaded,N/A,Not Funded,0,,,
APP-04088,2025-04-03,659,25524,34,Employed,8650,0.05,A,Underwriting Review,Rejected,Not Funded,0,,,
APP-04089,2025-03-07,786,50241,51,Employed,25246,0.05,B,Funded,Approved,Funded,0,2025-03-08,2025-03-09,24892.0
APP-04090,2025-01-10,603,34066,64,Unemployed,8373,0.3743988705572203,A,Documents Uploaded,N/A,Not Funded,0,,,
APP-04091,2025-01-06,518,36486,18,Employed,17504,0.544342531805083,A,Underwriting Review,Rejected,Not Funded,0,,,
APP-04092,2025-02-08,820,61577,43,Self-employed,30998,0.06079368304048792,B,Documents Uploaded,N/A,Not Funded,0,,,
APP-04093,2025-02-03,636,18775,32,Employed,8869,0.13641566856723575,A,Underwriting Review,Rejected,Not Funded,0,,,
APP-04094,2025-02-05,676,44603,26,Employed,23747,0.2117693256387153,B,Funded,Approved,Funded,0,2025-02-07,2025-02-09,23707.0
APP-04095,2025-02-24,798,62808,30,Self-employed,21103,0.35495637844764316,B,Documents Uploaded,N/A,Not Funded,0,,,
APP-04096,2025-04-19,526,25038,48,Employed,9893,0.3288068035889102,B,Underwriting Review,Rejected,Not Funded,0,,,
APP-04097,2025-03-18,721,70835,48,Employed,10965,0.2179054653436141,A,Funded,Approved,Funded,0,2025-03-19,2025-03-21,9808.0
APP-04098,2024-12-16,579,61288,61,Employed,13221,0.1868471565727447,A,Underwriting Review,Rejected,Not Funded,0,,,
APP-04099,2025-02-06,634,46832,44,Self-employed,20600,0.3430641705558845,B,Underwriting Review,Rejected,Not Funded,0,,,
APP-04100,2025-03-14,658,55410,22,Self-employed,22332,0.2884083937517784,B,Underwriting Review,Rejected,Not Funded,0,,,
APP-04101,2025-01-10,469,15000,41,Unemployed,3581,0.2971729499986983,B,Underwriting Review,Rejected,Not Funded,0,,,
APP-04102,2025-03-22,556,32177,27,Employed,8351,0.39659591824053847,B,Underwriting Review,Rejected,Not Funded,0,,,
APP-04103,2025-01-01,812,86296,29,Employed,26306,0.08371758384325088,B,Funded,Approved,Funded,0,2025-01-04,2025-01-06,25715.0
APP-04104,2024-12-30,756,52131,50,Employed,24625,0.14099140744025132,A,Approved,Approved,Not Funded,0,,,
APP-04105,2024-12-07,642,34454,46,Self-employed,14621,0.16632810873404807,A,Underwriting Review,Rejected,Not Funded,0,,,
APP-04106,2025-03-05,679,98453,51,Unemployed,17850,0.31061383867070924,B,Underwriting Review,Rejected,Not Funded,0,,,
APP-04107,2025-04-16,614,82781,39,Employed,40725,0.06726120406750188,B,Underwriting Review,Rejected,Not Funded,0,,,
APP-04108,2025-04-08,812,75551,53,Self-employed,20262,0.05,A,Funded,Approved,Funded,0,2025-04-09,2025-04-10,19720.0
APP-04109,2025-03-13,625,70278,39,Self-employed,31786,0.21046037629250922,A,Documents Uploaded,N/A,Not Funded,0,,,
APP-04110,2025-01-07,677,15000,57,Self-employed,3082,0.3044559413639303,A,Funded,Approved,Funded,0,2025-01-10,2025-01-12,2802.0
APP-04111,2024-11-29,787,47948,48,Self-employed,28723,0.05,A,Documents Uploaded,N/A,Not Funded,0,,,
APP-04112,2024-12-22,556,31200,41,Employed,5807,0.3161642714362653,A,Underwriting Review,Rejected,Not Funded,0,,,
APP-04113,2024-11-16,837,63980,46,Self-employed,30952,0.05,A,Funded,Approved,Funded,0,2024-11-18,2024-11-19,28385.0
APP-04114,2024-12-18,466,21801,43,Employed,8580,0.4089179002098325,A,Underwriting Review,Rejected,Not Funded,0,,,
APP-04115,2025-03-07,845,18499,63,Self-employed,3490,0.05,A,Documents Uploaded,N/A,Not Funded,0,,,
APP-04116,2025-01-06,605,53220,46,Employed,8625,0.05,A,Application Started,N/A,Not Funded,0,,,
APP-04117,2025-03-15,620,57873,43,Unemployed,18125,0.3896090689809183,B,Underwriting Review,Rejected,Not Funded,0,,,
APP-04118,2025-03-15,423,59337,41,Self-employed,30321,0.5104247014498529,A,Underwriting Review,Rejected,Not Funded,0,,,
APP-04119,2024-12-08,595,28733,54,Self-employed,4842,0.10246059710035166,B,Underwriting Review,Rejected,Not Funded,0,,,
APP-04120,2025-01-19,525,20096,52,Employed,9384,0.26757311957498575,A,Underwriting Review,Rejected,Not Funded,0,,,
APP-04121,2025-04-04,577,15000,40,Self-employed,6673,0.4778794709741765,A,Underwriting Review,Rejected,Not Funded,0,,,
APP-04122,2024-12-21,633,42428,30,Self-employed,11434,0.24612764044097316,A,Underwriting Review,Rejected,Not Funded,0,,,
APP-04123,2025-02-01,764,79422,33,Self-employed,14682,0.05,B,Documents Uploaded,N/A,Not Funded,0,,,
APP-04124,2024-12-09,674,40164,41,Unemployed,22567,0.05,A,Underwriting Review,Rejected,Not Funded,0,,,
APP-04125,2024-11-15,686,96468,60,Employed,27508,0.21121879736969204,B,Funded,Approved,Funded,0,2024-11-16,2024-11-17,25833.0
APP-04126,2024-11-08,518,31668,40,Self-employed,6337,0.4392193161696917,A,Underwriting Review,Rejected,Not Funded,0,,,
APP-04127,2025-01-06,544,42339,36,Employed,19335,0.34942981544571755,A,Underwriting Review,Rejected,Not Funded,0,,,
APP-04128,2025-03-31,850,42737,22,Employed,10577,0.05,B,Approved,Approved,Not Funded,0,,,
APP-04129,2025-01-17,561,46844,62,Self-employed,17052,0.39520252814425383,A,Documents Uploaded,N/A,Not Funded,0,,,
APP-04130,2025-03-10,848,30213,50,Self-employed,5217,0.05,B,Funded,Approved,Funded,0,2025-03-12,2025-03-14,4795.0
APP-04131,2024-11-07,620,60873,53,Employed,36331,0.07179629120826389,A,Funded,Approved,Funded,0,2024-11-08,2024-11-09,33052.0
APP-04132,2025-04-23,650,64488,55,Self-employed,22662,0.4004921839595924,B,Underwriting Review,Rejected,Not Funded,0,,,
APP-04133,2024-11-28,778,89985,42,Employed,53954,0.0758194216346084,A,Funded,Approved,Funded,0,2024-12-01,2024-12-03,53954.0
APP-04134,2025-04-25,802,44800,45,Employed,14495,0.05,A,Funded,Approved,Funded,0,2025-04-28,2025-04-29,14051.0
APP-04135,2025-05-02,636,51811,61,Self-employed,15881,0.20013828550172602,B,Documents Uploaded,N/A,Not Funded,0,,,
APP-04136,2025-04-17,603,56576,46,Employed,31770,0.22534416645004177,B,Underwriting Review,Rejected,Not Funded,0,,,
APP-04137,2025-02-23,643,58145,51,Employed,17342,0.11876237599794699,B,Funded,Approved,Funded,0,2025-02-25,2025-02-26,16275.0
APP-04138,2025-01-06,690,36694,54,Employed,12637,0.14753248161434704,A,Funded,Approved,Funded,1,2025-01-07,2025-01-08,11353.0
APP-04139,2024-11-19,756,15000,51,Employed,2777,0.05,A,Approved,Approved,Not Funded,0,,,
APP-04140,2024-11-16,650,56939,42,Employed,33022,0.2935460198852391,B,Approved,Approved,Not Funded,0,,,
APP-04141,2025-03-14,724,54350,43,Employed,10235,0.0690758240644518,B,Funded,Approved,Funded,0,2025-03-17,2025-03-18,9556.0
APP-04142,2025-03-23,846,58266,53,Employed,28960,0.05,A,Funded,Approved,Funded,0,2025-03-26,2025-03-27,25401.0
APP-04143,2025-03-10,695,69778,53,Self-employed,27379,0.07202716911208698,A,Underwriting Review,Rejected,Not Funded,0,,,
APP-04144,2024-11-25,687,52801,58,Employed,9379,0.05,B,Funded,Approved,Funded,1,2024-11-27,2024-11-29,9379.0
APP-04145,2024-11-13,467,15000,50,Employed,2261,0.05,B,Underwriting Review,Rejected,Not Funded,0,,,
APP-04146,2024-11-13,334,15000,51,Employed,8564,0.5341278678425523,A,Underwriting Review,Rejected,Not Funded,0,,,
APP-04147,2025-01-24,696,32020,38,Employed,15496,0.2605166767116752,A,Funded,Approved,Funded,0,2025-01-25,2025-01-26,14762.0
APP-04148,2025-02-24,638,96660,37,Employed,44356,0.16132775195468252,B,Funded,Approved,Funded,0,2025-02-27,2025-03-01,41615.0
APP-04149,2025-03-13,588,58255,53,Employed,20234,0.34622160826859716,B,Underwriting Review,Rejected,Not Funded,0,,,
APP-04150,2025-03-22,679,56672,37,Employed,14586,0.1275242526065008,A,Application Started,N/A,Not Funded,0,,,
APP-04151,2025-03-29,642,45566,43,Employed,20775,0.10404438138119433,B,Funded,Approved,Funded,0,2025-03-31,2025-04-02,19537.0
APP-04152,2025-04-20,785,58552,60,Employed,24810,0.05,A,Funded,Approved,Funded,0,2025-04-22,2025-04-23,24084.0
APP-04153,2024-12-14,660,74343,58,Employed,35450,0.05,B,Funded,Approved,Funded,0,2024-12-16,2024-12-17,32839.0
APP-04154,2024-12-16,560,31188,47,Employed,9811,0.41386481392942115,A,Underwriting Review,Rejected,Not Funded,0,,,
APP-04155,2025-01-13,768,73338,40,Self-employed,43571,0.12461230638887233,B,Funded,Approved,Funded,0,2025-01-16,2025-01-17,40496.0
APP-04156,2025-01-04,623,40331,42,Employed,7265,0.1545062464298758,A,Funded,Approved,Funded,1,2025-01-06,2025-01-07,6281.0
APP-04157,2025-05-01,713,95103,54,Employed,17676,0.05,B,Documents Uploaded,N/A,Not Funded,0,,,
APP-04158,2025-03-06,592,59045,43,Employed,33218,0.30581259295623064,A,Underwriting Review,Rejected,Not Funded,0,,,
APP-04159,2025-01-06,572,67111,37,Employed,29627,0.12428343801876754,A,Underwriting Review,Rejected,Not Funded,0,,,
APP-04160,2025-01-15,660,39311,58,Unemployed,11669,0.17158235602429714,B,Underwriting Review,Rejected,Not Funded,0,,,
APP-04161,2025-01-10,651,71262,46,Employed,35123,0.05,A,Funded,Approved,Funded,0,2025-01-13,2025-01-16,31503.0
APP-04162,2024-11-25,707,49448,37,Employed,17492,0.10504984774456393,A,Funded,Approved,Funded,0,2024-11-26,2024-11-27,17492.0
APP-04163,2025-04-16,617,48900,49,Employed,7799,0.18405243784112352,B,Underwriting Review,Rejected,Not Funded,0,,,
APP-04164,2024-12-12,429,60600,55,Employed,26845,0.07729242155218713,B,Underwriting Review,Rejected,Not Funded,0,,,
APP-04165,2025-03-23,598,23944,31,Employed,6211,0.47019380416545964,A,Underwriting Review,Rejected,Not Funded,0,,,
APP-04166,2024-11-25,745,63564,41,Employed,12833,0.05,B,Funded,Approved,Funded,0,2024-11-27,2024-11-29,11920.0
APP-04167,2025-01-21,614,55160,41,Self-employed,13865,0.16860918766691932,B,Application Started,N/A,Not Funded,0,,,
APP-04168,2025-03-01,620,57400,49,Employed,20909,0.2802015456744962,A,Underwriting Review,Rejected,Not Funded,0,,,
APP-04169,2025-03-27,768,52784,51,Employed,9101,0.05,B,Funded,Approved,Funded,0,2025-03-28,2025-03-29,8851.0
APP-04170,2025-03-14,564,83125,37,Self-employed,45504,0.3245969979954203,A,Application Started,N/A,Not Funded,0,,,
APP-04171,2025-03-13,464,15000,26,Employed,6029,0.22334261194739807,A,Underwriting Review,Rejected,Not Funded,0,,,
APP-04172,2024-12-24,630,77177,56,Employed,21752,0.16617276617430282,A,Funded,Approved,Funded,0,2024-12-28,2024-12-29,20356.0
APP-04173,2024-12-19,591,68401,30,Self-employed,31406,0.05,A,Underwriting Review,Rejected,Not Funded,0,,,
APP-04174,2024-12-30,534,76417,47,Unemployed,39118,0.2718529246216069,B,Underwriting Review,Rejected,Not Funded,0,,,
APP-04175,2025-01-18,628,16035,42,Self-employed,6835,0.40676018296899974,A,Documents Uploaded,N/A,Not Funded,0,,,
APP-04176,2025-01-25,708,38423,45,Employed,9264,0.05,A,Application Started,N/A,Not Funded,0,,,
APP-04177,2025-04-08,648,79638,63,Employed,15898,0.11238775716605606,A,Funded,Approved,Funded,0,2025-04-10,2025-04-12,15898.0
APP-04178,2025-03-16,686,16059,70,Employed,8622,0.05,A,Funded,Approved,Funded,1,2025-03-18,2025-03-20,7671.0
APP-04179,2024-11-15,850,37870,24,Self-employed,9679,0.05,B,Documents Uploaded,N/A,Not Funded,0,,,
APP-04180,2024-12-12,608,36033,55,Self-employed,5730,0.28492618949439447,B,Underwriting Review,Rejected,Not Funded,0,,,
APP-04181,2025-01-15,683,57139,42,Employed,25101,0.178771361349441,A,Funded,Approved,Funded,0,2025-01-18,2025-01-20,23701.0
APP-04182,2025-04-17,588,75644,56,Self-employed,16550,0.14971978878782927,B,Underwriting Review,Rejected,Not Funded,0,,,
APP-04183,2025-04-04,548,36094,55,Self-employed,21509,0.05,B,Documents Uploaded,N/A,Not Funded,0,,,
APP-04184,2024-12-29,579,30735,60,Employed,16639,0.06501616814172728,B,Underwriting Review,Rejected,Not Funded,0,,,
APP-04185,2025-02-20,592,50427,47,Employed,21370,0.42347132940083776,A,Underwriting Review,Rejected,Not Funded,0,,,
APP-04186,2025-01-27,693,63691,33,Employed,33453,0.24059686321563034,B,Funded,Approved,Funded,0,2025-01-29,2025-02-01,32308.0
APP-04187,2025-03-10,850,78824,55,Employed,28513,0.05,A,Funded,Approved,Funded,0,2025-03-14,2025-03-16,26489.0
APP-04188,2025-02-18,564,37840,45,Self-employed,19102,0.2943439821936848,B,Documents Uploaded,N/A,Not Funded,0,,,
APP-04189,2025-04-06,600,15000,41,Employed,6614,0.07085718520314094,A,Underwriting Review,Rejected,Not Funded,0,,,
APP-04190,2024-11-11,642,30847,38,Employed,5024,0.3660949355866032,B,Underwriting Review,Rejected,Not Funded,0,,,
APP-04191,2024-11-22,697,83105,56,Self-employed,47946,0.05,B,Funded,Approved,Funded,1,2024-11-25,2024-11-27,43830.0
APP-04192,2025-01-01,681,56841,63,Employed,30547,0.18934136443673852,B,Funded,Approved,Funded,0,2025-01-04,2025-01-06,27181.0
APP-04193,2025-01-01,804,58949,29,Employed,34133,0.05,A,Funded,Approved,Funded,0,2025-01-03,2025-01-05,32230.0
APP-04194,2025-02-08,358,43163,51,Self-employed,20680,0.5007689937485569,A,Underwriting Review,Rejected,Not Funded,0,,,
APP-04195,2025-01-27,363,15000,39,Self-employed,5031,0.708515590797159,B,Underwriting Review,Rejected,Not Funded,0,,,
APP-04196,2025-03-18,590,39493,26,Employed,9602,0.09546003537201739,A,Documents Uploaded,N/A,Not Funded,0,,,
APP-04197,2025-02-08,781,65855,45,Unemployed,15212,0.11115361310555072,A,Documents Uploaded,N/A,Not Funded,0,,,
APP-04198,2025-01-15,462,22372,34,Employed,4814,0.23538507417222518,A,Underwriting Review,Rejected,Not Funded,0,,,
APP-04199,2024-11-26,300,17015,25,Unemployed,4241,0.4647133453098487,B,Underwriting Review,Rejected,Not Funded,0,,,
APP-04200,2025-04-03,718,53046,34,Employed,21100,0.07615370886654942,A,Funded,Approved,Funded,0,2025-04-06,2025-04-09,21046.0
APP-04201,2024-12-07,679,24913,31,Employed,11402,0.27199601684709007,A,Underwriting Review,Rejected,Not Funded,0,,,
APP-04202,2025-04-26,519,40529,36,Employed,11807,0.28152215365032196,B,Application Started,N/A,Not Funded,0,,,
APP-04203,2025-02-10,531,15000,28,Unemployed,5954,0.40403629262121143,A,Underwriting Review,Rejected,Not Funded,0,,,
APP-04204,2025-03-17,533,41612,39,Employed,12631,0.48037029241048784,A,Underwriting Review,Rejected,Not Funded,0,,,
APP-04205,2025-02-25,663,78782,35,Employed,36509,0.05,A,Funded,Approved,Funded,0,2025-02-28,2025-03-01,36509.0
APP-04206,2025-01-03,574,36779,48,Self-employed,21876,0.05,B,Underwriting Review,Rejected,Not Funded,0,,,
APP-04207,2024-11-27,709,32470,51,Employed,14938,0.05,B,Funded,Approved,Funded,0,2024-11-28,2024-11-30,14938.0
APP-04208,2025-01-25,307,15000,47,Self-employed,2648,0.782213275109671,A,Underwriting Review,Rejected,Not Funded,0,,,
APP-04209,2024-12-21,547,23060,41,Employed,8411,0.16935143308377576,A,Underwriting Review,Rejected,Not Funded,0,,,
APP-04210,2025-01-24,514,48290,40,Employed,23984,0.48474246079611183,B,Application Started,N/A,Not Funded,0,,,
APP-04211,2025-02-28,619,43940,33,Self-employed,17312,0.16187492039056123,B,Underwriting Review,Rejected,Not Funded,0,,,
APP-04212,2024-12-04,585,77695,34,Employed,44906,0.5071818124835881,B,Underwriting Review,Rejected,Not Funded,0,,,
APP-04213,2025-01-02,745,82759,52,Self-employed,14453,0.3805633080232932,B,Documents Uploaded,N/A,Not Funded,0,,,
APP-04214,2024-12-25,426,24538,22,Employed,6895,0.5972193770702998,B,Underwriting Review,Rejected,Not Funded,0,,,
APP-04215,2025-03-04,655,64812,43,Employed,16159,0.05,A,Funded,Approved,Funded,0,2025-03-06,2025-03-07,14876.0
APP-04216,2025-01-07,717,48835,40,Employed,24194,0.05,B,Funded,Approved,Funded,0,2025-01-08,2025-01-09,23897.0
APP-04217,2024-12-21,850,70679,51,Employed,27261,0.05,A,Funded,Approved,Funded,0,2024-12-24,2024-12-26,25820.0
APP-04218,2024-12-16,592,36971,26,Employed,7847,0.37099750121849134,A,Underwriting Review,Rejected,Not Funded,0,,,
APP-04219,2025-04-14,688,69129,44,Employed,19253,0.19015150084827775,B,Application Started,N/A,Not Funded,0,,,
APP-04220,2025-03-30,433,56959,48,Employed,21940,0.3252110586389092,A,Underwriting Review,Rejected,Not Funded,0,,,
APP-04221,2024-12-05,362,37172,21,Unemployed,22238,0.29960214618952524,B,Underwriting Review,Rejected,Not Funded,0,,,
APP-04222,2024-12-18,751,78538,31,Employed,24655,0.17571864421474692,B,Documents Uploaded,N/A,Not Funded,0,,,
APP-04223,2025-03-22,649,68360,42,Self-employed,15078,0.44253976794519223,B,Underwriting Review,Rejected,Not Funded,0,,,
APP-04224,2025-04-11,791,75125,50,Unemployed,28072,0.05,A,Underwriting Review,Rejected,Not Funded,0,,,
APP-04225,2024-11-06,485,15000,46,Self-employed,4343,0.49253189706299183,A,Documents Uploaded,N/A,Not Funded,0,,,
APP-04226,2025-03-31,712,90219,50,Employed,36510,0.47544010625418337,B,Underwriting Review,Rejected,Not Funded,0,,,
APP-04227,2024-12-06,850,106088,31,Self-employed,38193,0.05,A,Approved,Approved,Not Funded,0,,,
APP-04228,2025-04-24,700,50322,24,Employed,23161,0.07457714903528316,A,Funded,Approved,Funded,0,2025-04-27,2025-04-28,23161.0
APP-04229,2025-01-27,683,45886,45,Employed,25761,0.20520980587676124,A,Funded,Approved,Funded,0,2025-01-29,2025-01-30,24078.0
APP-04230,2024-12-12,651,62348,29,Unemployed,14977,0.11859727503894132,A,Application Started,N/A,Not Funded,0,,,
APP-04231,2025-03-29,461,42116,33,Employed,21880,0.5996349479358678,B,Application Started,N/A,Not Funded,0,,,
APP-04232,2025-03-08,812,62161,55,Self-employed,35877,0.05,B,Funded,Approved,Funded,0,2025-03-10,2025-03-11,35475.0
APP-04233,2025-01-27,576,17599,46,Employed,5598,0.2503426447348665,B,Underwriting Review,Rejected,Not Funded,0,,,
APP-04234,2025-01-10,710,62114,37,Employed,12494,0.05,B,Funded,Approved,Funded,0,2025-01-14,2025-01-15,11330.0
APP-04235,2025-01-24,462,42228,35,Employed,21952,0.3621624725066654,A,Underwriting Review,Rejected,Not Funded,0,,,
APP-04236,2025-01-04,508,50316,51,Unemployed,23421,0.18886305108478635,B,Documents Uploaded,N/A,Not Funded,0,,,
